Actual,Default_Probability_Pct,Risk_Level,Loan_Amount_USD,Expected_Loss_USD
1,23.7,Low Risk,336500,79742.48339235783
0,17.2,Low Risk,616500,105983.31597447395
0,18.5,Low Risk,466500,86442.62031465769
0,20.6,Low Risk,286500,58968.000411987305
0,28.6,Low Risk,736500,210675.86289346218
0,5.1,Low Risk,546500,27998.366825282574
0,21.6,Low Risk,306500,66082.80177414417
0,14.0,Low Risk,456500,63807.59724229574
1,100.0,High Risk,146500,146460.87154746056
0,19.7,Low Risk,286500,56395.06646990776
1,62.9,Medium Risk,246500,155084.57219600677
0,10.1,Low Risk,376500,38145.01303061843
0,26.5,Low Risk,186500,49373.93592298031
1,100.0,High Risk,326500,326420.34646868706
0,26.5,Low Risk,566500,150389.66561853886
1,88.5,High Risk,236500,209219.28611397743
0,24.3,Low Risk,106500,25885.51788032055
0,15.6,Low Risk,386500,60391.64439588785
0,19.8,Low Risk,286500,56656.8271368742
0,21.3,Low Risk,206500,44037.788942456245
1,100.0,High Risk,256500,256436.4759027958
0,61.0,Medium Risk,196500,119881.8099796772
0,11.3,Low Risk,486500,55148.42700585723
0,15.0,Low Risk,316500,47379.23908978701
0,26.5,Low Risk,66500,17607.720360159874
0,20.7,Low Risk,466500,96685.23877859116
0,38.1,Medium Risk,146500,55810.28454005718
0,20.8,Low Risk,376500,78187.44762986898
0,26.8,Low Risk,476500,127654.55828607082
0,62.5,Medium Risk,156500,97829.1227221489
0,42.6,Medium Risk,716500,304981.81277513504
1,100.0,High Risk,206500,206448.90800118446
0,17.8,Low Risk,256500,45615.60693383217
0,27.9,Low Risk,706500,197446.18432223797
0,28.1,Low Risk,126500,35486.348271369934
0,35.9,Medium Risk,86500,31027.942463755608
0,31.3,Medium Risk,506500,158320.69291174412
0,33.0,Medium Risk,206500,68097.1047282219
1,82.1,High Risk,726500,596403.9158821106
1,100.0,High Risk,376500,376399.8002707958
1,45.9,Medium Risk,266500,122233.01087319851
0,36.3,Medium Risk,706500,256350.03715753555
1,24.2,Low Risk,256500,62076.14911347628
0,13.1,Low Risk,256500,33613.84101212025
1,100.0,High Risk,76500,76486.84054613113
1,100.0,High Risk,296500,296483.2815527916
0,41.3,Medium Risk,196500,81249.98219311237
0,19.9,Low Risk,536500,106944.04768943787
1,19.6,Low Risk,366500,71656.83434158564
0,25.5,Low Risk,266500,67868.53681504726
0,16.2,Low Risk,356500,57637.61779665947
0,18.7,Low Risk,236500,44261.355966329575
0,25.8,Low Risk,606500,156473.84668886662
1,23.3,Low Risk,136500,31864.742629230022
1,46.2,Medium Risk,166500,76935.65538525581
0,26.7,Low Risk,726500,194128.37299704552
0,45.4,Medium Risk,296500,134585.1612687111
0,27.9,Low Risk,376500,104897.43585884571
0,7.4,Low Risk,416500,30776.696484535933
1,100.0,High Risk,476500,476465.52044153214
0,30.3,Medium Risk,336500,102091.85694158077
0,42.7,Medium Risk,266500,113883.72753560543
0,27.6,Low Risk,436500,120480.0720512867
0,33.2,Medium Risk,296500,98529.20545637608
1,36.2,Medium Risk,106500,38515.308156609535
0,47.1,Medium Risk,166500,78392.58854091167
0,15.4,Low Risk,596500,92141.30858331919
0,31.6,Medium Risk,86500,27330.771148204803
0,24.7,Low Risk,146500,36226.03342682123
0,24.0,Low Risk,406500,97471.44582867622
0,33.9,Medium Risk,246500,83479.24965620041
1,34.7,Medium Risk,306500,106235.58431863785
0,29.8,Low Risk,616500,183934.54273045063
0,40.7,Medium Risk,126500,51475.93618929386
1,22.3,Low Risk,396500,88451.09367370605
0,16.2,Low Risk,346500,56066.00180268288
0,55.2,Medium Risk,126500,69887.42089271545
0,27.7,Low Risk,166500,46086.20868623257
0,21.2,Low Risk,456500,96600.04179179668
0,50.7,Medium Risk,176500,89436.14426255226
0,12.7,Low Risk,686500,87129.82281297445
0,46.0,Medium Risk,156500,71998.49922955036
0,14.0,Low Risk,356500,49999.713726341724
1,82.8,High Risk,216500,179238.68370056152
0,48.1,Medium Risk,166500,80118.54618787766
0,21.9,Low Risk,456500,99772.31813967228
1,25.1,Low Risk,186500,46746.98434770107
0,13.4,Low Risk,466500,62459.81150865555
1,34.1,Medium Risk,686500,234316.71746075153
0,13.3,Low Risk,666500,88572.3078995943
0,33.3,Medium Risk,346500,115351.6012430191
1,100.0,High Risk,326500,326409.48727726936
0,20.1,Low Risk,246500,49604.65432703495
0,15.8,Low Risk,216500,34216.90893173218
0,25.3,Low Risk,386500,97898.86474609375
0,29.2,Low Risk,136500,39835.39344370365
0,56.2,Medium Risk,326500,183343.55199337006
0,26.3,Low Risk,496500,130601.064696908
0,18.9,Low Risk,376500,70978.22298109531
1,100.0,High Risk,406500,406399.0850150585
1,44.7,Medium Risk,236500,105668.26190054417
1,100.0,High Risk,276500,276378.4549534321
0,11.7,Low Risk,486500,57090.385776013136
0,16.4,Low Risk,176500,28989.39933627844
1,100.0,High Risk,306500,306411.6702377796
0,38.0,Medium Risk,306500,116599.6523797512
0,67.9,High Risk,96500,65520.5454826355
0,11.5,Low Risk,396500,45594.821408391
0,29.9,Low Risk,206500,61687.18206882477
0,26.4,Low Risk,126500,33415.38889706135
0,34.2,Medium Risk,236500,80851.33402049541
0,25.4,Low Risk,406500,103330.88725805283
0,29.4,Low Risk,296500,87212.37190067768
1,19.0,Low Risk,716500,135882.32393562794
1,100.0,High Risk,546500,546422.0179915428
0,11.9,Low Risk,596500,70888.0786858499
0,23.1,Low Risk,616500,142703.77441495657
0,21.9,Low Risk,626500,137177.15298384428
0,41.9,Medium Risk,276500,115829.38869297504
0,15.0,Low Risk,446500,67023.4657973051
0,11.5,Low Risk,516500,59517.55414903164
0,15.3,Low Risk,476500,72750.01516193151
1,100.0,High Risk,486500,486371.3373839855
0,9.5,Low Risk,336500,32039.782386273146
0,22.4,Low Risk,156500,35012.401416897774
1,50.9,Medium Risk,256500,130651.71539783478
1,19.5,Low Risk,486500,94646.05589210987
0,27.2,Low Risk,506500,137939.1380995512
0,24.8,Low Risk,356500,88332.12335407734
0,40.1,Medium Risk,196500,78703.89524102211
1,33.1,Medium Risk,136500,45150.4163146019
0,13.3,Low Risk,576500,76870.75976282358
0,28.7,Low Risk,306500,87953.99078726768
0,61.5,Medium Risk,76500,47072.91680574417
1,100.0,High Risk,606500,606387.8981769085
0,53.0,Medium Risk,86500,45832.18535780907
0,31.0,Medium Risk,326500,101262.68975436687
0,36.7,Medium Risk,296500,108749.24878776073
1,20.5,Low Risk,406500,83519.50697600842
1,100.0,High Risk,416500,416382.3030889034
0,36.4,Medium Risk,156500,56908.41165184975
1,20.8,Low Risk,266500,55535.076558589935
0,18.2,Low Risk,386500,70520.22371441126
1,27.4,Low Risk,186500,51015.408262610435
0,37.1,Medium Risk,146500,54304.86513674259
0,24.4,Low Risk,166500,40655.75064718723
1,19.9,Low Risk,166500,33137.55914568901
0,29.3,Low Risk,336500,98472.51780331135
0,13.1,Low Risk,256500,33664.415672421455
0,27.6,Low Risk,206500,56931.52134120464
1,90.7,High Risk,116500,105620.21917104721
0,26.2,Low Risk,536500,140569.66444849968
1,99.9,High Risk,656500,655920.0476109982
0,33.6,Medium Risk,176500,59327.54871249199
0,74.9,High Risk,166500,124780.51194548607
0,15.1,Low Risk,416500,62820.093251764774
0,39.5,Medium Risk,166500,65820.4869478941
0,34.8,Medium Risk,136500,47452.848851680756
1,28.9,Low Risk,246500,71255.59589266777
1,100.0,High Risk,366500,366391.0584747791
0,46.6,Medium Risk,126500,58994.62328851223
0,56.0,Medium Risk,106500,59657.89496898651
0,23.0,Low Risk,366500,84461.1062258482
0,13.7,Low Risk,156500,21442.299470305443
0,46.9,Medium Risk,356500,167332.564458251
0,68.5,High Risk,86500,59286.904871463776
1,100.0,High Risk,306500,306405.9520959854
0,11.2,Low Risk,436500,48959.56244319677
0,16.1,Low Risk,526500,84778.54196727276
1,100.0,High Risk,306500,306417.4431860447
0,11.0,Low Risk,336500,37059.58141386509
0,88.0,High Risk,456500,401796.15727066994
0,32.8,Medium Risk,226500,74284.00303423405
0,13.9,Low Risk,176500,24570.46253979206
0,23.0,Low Risk,196500,45170.26148736477
0,30.6,Medium Risk,216500,66221.01555764675
0,15.6,Low Risk,226500,35273.66383373737
0,9.6,Low Risk,346500,33193.1940279901
0,10.9,Low Risk,106500,11566.05214253068
0,23.1,Low Risk,156500,36177.66636610031
0,19.8,Low Risk,396500,78635.930724442
0,78.4,High Risk,66500,52112.71184682846
0,13.4,Low Risk,486500,65264.068476855755
0,24.1,Low Risk,206500,49827.65031605959
0,7.8,Low Risk,346500,26921.40430212021
0,30.2,Medium Risk,306500,92684.24594402313
0,20.5,Low Risk,176500,36250.49186497927
1,100.0,High Risk,406500,406315.2516782284
0,11.5,Low Risk,656500,75331.3877210021
0,15.4,Low Risk,286500,44215.92503786087
0,10.9,Low Risk,306500,33266.57098904252
1,100.0,High Risk,56500,56494.625210762024
0,25.9,Low Risk,226500,58639.766961336136
0,22.6,Low Risk,86500,19584.06426757574
1,36.2,Medium Risk,336500,121740.04897475243
1,100.0,High Risk,136500,136461.91522479057
1,81.0,High Risk,216500,175303.110986948
0,32.9,Medium Risk,276500,91065.11695683002
0,7.9,Low Risk,496500,39359.5107793808
0,15.1,Low Risk,586500,88660.19146889448
0,30.2,Medium Risk,206500,62411.97210550308
0,24.7,Low Risk,626500,154819.78871673346
0,28.1,Low Risk,206500,57965.12810885906
1,23.4,Low Risk,656500,153596.01348638535
0,18.7,Low Risk,456500,85499.04046207666
0,38.9,Medium Risk,266500,103628.13675403595
0,39.0,Medium Risk,486500,189644.73782479763
1,82.0,High Risk,166500,136465.78940749168
0,9.1,Low Risk,496500,45170.490223914385
0,21.6,Low Risk,406500,87738.81943523884
0,12.8,Low Risk,276500,35302.63105034828
0,12.0,Low Risk,416500,49863.574270159006
0,29.9,Low Risk,266500,79617.26766824722
1,100.0,High Risk,106500,106478.58855128288
1,100.0,High Risk,126500,126467.51019358635
0,31.7,Medium Risk,316500,100288.96008431911
0,12.6,Low Risk,496500,62374.48424845934
0,27.5,Low Risk,266500,73282.25965797901
0,57.8,Medium Risk,106500,61512.254655361176
1,21.9,Low Risk,166500,36469.0123423934
0,54.4,Medium Risk,66500,36157.91952610016
0,18.1,Low Risk,306500,55608.73255878687
1,100.0,High Risk,176500,176453.15346121788
1,100.0,High Risk,276500,276424.9304831028
0,23.4,Low Risk,186500,43568.06568801403
0,21.2,Low Risk,196500,41730.08293658495
0,40.3,Medium Risk,506500,204056.82462453842
1,100.0,High Risk,516500,516352.44366526604
0,26.4,Low Risk,636500,168249.38337504864
0,32.6,Medium Risk,136500,44486.53627932072
0,19.0,Low Risk,216500,41114.64601010084
0,40.4,Medium Risk,726500,293662.1600240469
0,34.0,Medium Risk,136500,46356.896594166756
0,37.2,Medium Risk,66500,24716.832399368286
1,100.0,High Risk,266500,266433.5863292217
1,42.6,Medium Risk,126500,53887.16012239456
1,87.0,High Risk,186500,162185.16850471497
0,52.1,Medium Risk,216500,112828.37986946106
0,39.9,Medium Risk,206500,82485.66272854805
0,13.4,Low Risk,416500,55854.37745600939
0,11.7,Low Risk,276500,32472.205370664597
0,19.2,Low Risk,136500,26258.61246138811
0,10.8,Low Risk,406500,43906.06560185552
1,25.0,Low Risk,286500,71629.69610095024
0,31.0,Medium Risk,156500,48471.116200089455
0,23.4,Low Risk,196500,45883.21045786142
0,22.6,Low Risk,176500,39896.28192782402
0,18.5,Low Risk,536500,99410.58398783207
1,100.0,High Risk,136500,136466.9595658779
0,16.8,Low Risk,326500,54833.13190191984
1,71.7,High Risk,266500,191067.12716817856
1,69.3,High Risk,186500,129210.23201942444
1,46.2,Medium Risk,226500,104573.13796877861
1,36.5,Medium Risk,206500,75392.32458174229
0,35.0,Medium Risk,176500,61800.21591484547
0,23.2,Low Risk,186500,43340.45735746622
0,33.6,Medium Risk,486500,163448.60003888607
0,14.2,Low Risk,696500,98623.69277328253
0,14.6,Low Risk,306500,44824.21665638685
0,28.7,Low Risk,476500,136757.64454901218
1,33.7,Medium Risk,566500,190731.3275784254
0,14.5,Low Risk,446500,64851.001270115376
1,100.0,High Risk,226500,226453.6529481411
0,16.5,Low Risk,406500,67269.98953521252
0,28.6,Low Risk,396500,113304.49596047401
1,37.6,Medium Risk,236500,88858.43414068222
1,40.7,Medium Risk,276500,112601.57251358032
0,18.5,Low Risk,106500,19712.34266459942
0,18.4,Low Risk,606500,111381.9818943739
0,14.9,Low Risk,526500,78674.34152215719
0,8.2,Low Risk,296500,24278.14332768321
1,26.4,Low Risk,376500,99460.01283824444
0,43.6,Medium Risk,146500,63913.04832696915
0,44.5,Medium Risk,236500,105164.17816281319
1,63.4,Medium Risk,186500,118239.48881030083
0,23.8,Low Risk,326500,77710.27122437954
1,100.0,High Risk,466500,466341.6751027107
0,40.9,Medium Risk,126500,51710.757791996
0,30.0,Medium Risk,396500,119070.06159424782
1,100.0,High Risk,606500,606299.58319664
1,90.9,High Risk,76500,69509.92700457573
1,28.9,Low Risk,676500,195505.82161545753
1,23.7,Low Risk,456500,108402.76304632425
1,94.9,High Risk,246500,233998.42205643654
0,32.5,Medium Risk,176500,57391.870349645615
0,36.6,Medium Risk,396500,145032.19377994537
0,15.8,Low Risk,416500,65718.08488667011
1,100.0,High Risk,566500,566345.723003149
1,40.5,Medium Risk,186500,75561.98611855507
1,51.6,Medium Risk,296500,152922.32882976532
0,24.3,Low Risk,366500,89223.42590987682
0,49.1,Medium Risk,206500,101457.61366188526
1,100.0,High Risk,236500,236437.17190623283
0,83.9,High Risk,26500,22228.528887033463
1,42.2,Medium Risk,206500,87177.3569136858
0,40.7,Medium Risk,276500,112593.92547607422
0,31.5,Medium Risk,326500,102695.97652554512
0,27.0,Low Risk,396500,107223.47381711006
0,31.2,Medium Risk,106500,33271.486937999725
1,100.0,High Risk,296500,296428.83172631264
0,15.6,Low Risk,386500,60483.03870856762
0,27.2,Low Risk,686500,186906.19014203548
0,7.9,Low Risk,506500,39922.585401684046
0,11.5,Low Risk,186500,21396.901924163103
0,25.4,Low Risk,126500,32121.88895046711
0,25.9,Low Risk,116500,30147.755727171898
0,29.0,Low Risk,146500,42487.71445453167
0,49.5,Medium Risk,56500,27991.28943681717
0,11.6,Low Risk,696500,80525.05549043417
0,28.5,Low Risk,236500,67412.46537864208
0,42.3,Medium Risk,56500,23884.63895022869
1,100.0,High Risk,246500,246431.40050768852
1,65.4,High Risk,126500,82668.74787211418
1,33.9,Medium Risk,146500,49624.18621778488
1,37.7,Medium Risk,616500,232372.89771437645
0,19.5,Low Risk,486500,94781.982421875
1,49.4,Medium Risk,156500,77255.54238259792
0,33.5,Medium Risk,116500,39040.64238071442
1,47.0,Medium Risk,166500,78298.29896986485
0,14.9,Low Risk,566500,84484.1128140688
0,15.1,Low Risk,576500,87050.14730244875
0,25.0,Low Risk,456500,114094.50493007898
0,22.3,Low Risk,326500,72924.64697360992
1,7.7,Low Risk,286500,22139.834102243185
0,19.5,Low Risk,276500,53835.0822404027
1,39.7,Medium Risk,256500,101852.20594704151
1,98.1,High Risk,106500,104448.34139943123
0,18.6,Low Risk,386500,71801.67345702648
1,31.2,Medium Risk,276500,86353.5035699606
0,49.3,Medium Risk,276500,136229.25385832787
0,15.7,Low Risk,106500,16674.26884174347
0,24.8,Low Risk,166500,41312.48530000448
0,17.1,Low Risk,566500,97039.4037514925
0,27.7,Low Risk,346500,96007.62087106705
1,99.9,High Risk,446500,446169.06145215034
0,35.2,Medium Risk,396500,139409.19567644596
0,17.3,Low Risk,456500,78895.56197077036
0,19.1,Low Risk,516500,98797.94016480446
0,38.5,Medium Risk,246500,94804.16044592857
1,100.0,High Risk,106500,106477.94106602669
0,22.9,Low Risk,216500,49540.1743799448
1,100.0,High Risk,176500,176428.99903655052
0,33.1,Medium Risk,486500,160794.12527382374
0,31.5,Medium Risk,456500,143650.85320174694
1,21.1,Low Risk,346500,73115.45864492655
0,29.6,Low Risk,196500,58232.54120349884
0,62.2,Medium Risk,206500,128534.54524278641
0,23.9,Low Risk,626500,149528.37406098843
1,37.0,Medium Risk,136500,50497.25107848644
0,42.1,Medium Risk,566500,238648.60124886036
0,28.5,Low Risk,356500,101429.95639145374
0,39.2,Medium Risk,126500,49553.657829761505
0,17.5,Low Risk,506500,88564.96760994196
0,55.9,Medium Risk,756500,422659.77042913437
0,29.8,Low Risk,456500,136062.71658837795
0,16.6,Low Risk,506500,83876.77074223757
0,19.3,Low Risk,166500,32110.164061188698
0,32.3,Medium Risk,146500,47339.363142848015
0,9.6,Low Risk,626500,60006.92157074809
0,19.6,Low Risk,676500,132533.0994129181
0,11.6,Low Risk,546500,63283.918622881174
0,45.9,Medium Risk,176500,80981.56961798668
0,29.3,Low Risk,246500,72135.8850300312
1,62.5,Medium Risk,76500,47799.72356557846
0,27.5,Low Risk,426500,117395.75949311256
0,24.7,Low Risk,146500,36227.71653532982
0,15.4,Low Risk,156500,24138.669177889824
0,29.2,Low Risk,166500,48649.04209971428
0,31.3,Medium Risk,116500,36520.5924063921
0,50.3,Medium Risk,196500,98887.73542642593
0,13.5,Low Risk,626500,84383.43537598848
0,30.7,Medium Risk,306500,94154.49346601963
0,40.8,Medium Risk,186500,76150.03660321236
0,12.3,Low Risk,446500,55013.44707980752
0,21.8,Low Risk,286500,62507.7163875103
0,22.2,Low Risk,206500,45873.23299795389
0,35.4,Medium Risk,456500,161383.5560977459
1,15.4,Low Risk,386500,59643.96646618843
0,22.0,Low Risk,176500,38785.89376807213
1,25.2,Low Risk,106500,26841.56794846058
0,30.9,Medium Risk,236500,73185.69338321686
0,20.4,Low Risk,206500,42166.890658438206
0,35.5,Medium Risk,276500,98178.6252707243
0,57.9,Medium Risk,236500,137004.6582221985
0,24.5,Low Risk,166500,40848.113380372524
0,28.6,Low Risk,366500,104859.64770615101
1,84.7,High Risk,306500,259723.57228398323
0,18.3,Low Risk,446500,81735.94639450312
0,27.3,Low Risk,356500,97317.03163683414
0,16.0,Low Risk,346500,55584.60596948862
1,100.0,High Risk,116500,116474.34213757515
1,37.2,Medium Risk,156500,58205.58097958565
0,28.9,Low Risk,456500,132044.8227673769
1,28.6,Low Risk,596500,170688.6755824089
0,42.2,Medium Risk,606500,256107.40569233894
0,34.3,Medium Risk,196500,67337.98004686832
0,26.6,Low Risk,166500,44322.56895303726
1,100.0,High Risk,116500,116478.03631424904
1,40.6,Medium Risk,216500,87880.93130290508
0,11.9,Low Risk,446500,53291.751593351364
0,25.5,Low Risk,206500,52620.06314098835
0,36.6,Medium Risk,116500,42695.93992829323
1,71.9,High Risk,206500,148423.43816161156
0,32.2,Medium Risk,726500,233630.76603412628
0,24.6,Low Risk,226500,55761.17020100355
1,52.7,Medium Risk,236500,124674.35231804848
0,24.7,Low Risk,446500,110305.41747063398
1,100.0,High Risk,556500,556344.9966609478
0,48.4,Medium Risk,86500,41903.26848626137
0,57.2,Medium Risk,46500,26620.129823684692
0,37.3,Medium Risk,316500,118032.615467906
0,18.9,Low Risk,246500,46576.20492577553
0,14.3,Low Risk,376500,53696.810469031334
0,53.7,Medium Risk,226500,121641.31397008896
0,17.0,Low Risk,176500,30007.617220282555
0,30.1,Medium Risk,486500,146488.8548105955
1,99.9,High Risk,76500,76386.43929362297
0,31.1,Medium Risk,176500,54948.20213317871
0,22.5,Low Risk,186500,41945.955105125904
0,44.3,Medium Risk,126500,56040.305361151695
0,41.1,Medium Risk,146500,60284.11793708801
0,85.8,High Risk,166500,142902.39983797073
1,24.1,Low Risk,226500,54647.66304194927
0,44.7,Medium Risk,266500,119241.63176119328
1,30.8,Medium Risk,276500,85177.95284092426
0,38.4,Medium Risk,236500,90929.18157577515
0,18.6,Low Risk,256500,47690.050922334194
0,23.4,Low Risk,386500,90257.0872977376
0,21.6,Low Risk,356500,76911.56329214573
1,42.4,Medium Risk,236500,100188.17763030529
1,27.5,Low Risk,76500,21042.87640750408
0,22.3,Low Risk,406500,90616.1443144083
0,16.7,Low Risk,456500,76441.97068363428
0,11.3,Low Risk,266500,30005.064249038696
0,14.5,Low Risk,246500,35629.340663552284
0,18.7,Low Risk,646500,120788.33035379648
0,75.8,High Risk,86500,65565.64027070999
0,30.1,Medium Risk,386500,116318.08139383793
0,21.0,Low Risk,496500,104480.86063563824
1,17.9,Low Risk,416500,74501.98335945606
0,37.9,Medium Risk,146500,55552.076920866966
0,87.0,High Risk,116500,101384.71367955208
0,27.1,Low Risk,156500,42380.04522025585
0,36.8,Medium Risk,226500,83449.27091896534
0,45.1,Medium Risk,496500,223974.26806390285
1,100.0,High Risk,166500,166469.50301527977
0,47.2,Medium Risk,76500,36128.00842523575
0,56.9,Medium Risk,166500,94674.52973127365
0,32.0,Medium Risk,296500,94887.87993788719
0,11.0,Low Risk,566500,62576.9734159112
0,22.3,Low Risk,226500,50441.644459962845
0,22.0,Low Risk,336500,73875.95710903406
0,23.8,Low Risk,176500,42088.81671726704
0,36.3,Medium Risk,296500,107765.59968292713
0,29.6,Low Risk,206500,61031.21422231197
0,32.6,Medium Risk,536500,174757.6124370098
0,23.2,Low Risk,596500,138156.4850360155
0,43.7,Medium Risk,296500,129713.43049407005
1,85.0,High Risk,156500,132974.10014271736
0,33.6,Medium Risk,296500,99763.77265155315
